,count,NCT Number
1248,1,NCT04817501
1249,1,NCT04821102
1250,1,NCT04821479
1251,1,NCT04822922
1252,1,NCT04823000
1253,1,NCT04749667
1254,1,NCT04745559
1255,1,NCT04980261
1256,1,NCT04713878
1257,1,NCT04685577
1258,1,NCT04689152
1259,1,NCT04692376
1260,1,NCT04695522
1261,1,NCT04696328
1262,1,NCT04698447
1263,1,NCT04700631
1264,1,NCT04706312
1265,1,NCT04711200
1266,1,NCT04711811
1267,1,NCT04713436
1268,1,NCT04714801
1269,1,NCT04745299
1270,1,NCT04720599
1271,1,NCT04723303
1272,1,NCT04727593
1273,1,NCT04728698
1274,1,NCT04735185
1275,1,NCT04738981
1276,1,NCT04739930
1277,1,NCT04742608
1278,1,NCT04744051
1279,1,NCT04744116
1280,1,NCT04744532
1281,1,NCT04825613
1282,1,NCT04825626
1283,1,NCT04825730
1284,1,NCT04953663
1285,1,NCT04918706
1286,1,NCT04919135
1287,1,NCT04921774
1288,1,NCT04928287
1289,1,NCT04939077
1290,1,NCT04939324
1291,1,NCT04939337
1292,1,NCT04945018
1293,1,NCT04948437
1294,1,NCT04951882
1295,1,NCT04953572
1296,1,NCT04954534
1297,1,NCT04834609
1298,1,NCT04956744
1299,1,NCT04960956
1300,1,NCT04961658
1301,1,NCT04965961
1302,1,NCT04969172
1303,1,NCT04971161
1304,1,NCT04971447
1305,1,NCT04971980
1306,1,NCT04972890
1307,1,NCT04976140
1308,1,NCT04979767
1309,1,NCT04914403
1310,1,NCT04913545
1311,1,NCT04909892
1312,1,NCT04909879
1313,1,NCT04835883
1314,1,NCT04847739
1315,1,NCT04849429
1316,1,NCT04850469
1317,1,NCT04852653
1318,1,NCT04855955
1319,1,NCT04863183
1320,1,NCT04869397
1321,1,NCT04869761
1322,1,NCT04876326
1323,1,NCT04877067
1324,1,NCT04879810
1325,1,NCT04887025
1326,1,NCT04888949
1327,1,NCT04889963
1328,1,NCT04893174
1329,1,NCT04894695
1330,1,NCT04896853
1331,1,NCT04898088
1332,1,NCT04902183
1333,1,NCT04903080
1334,1,NCT04903327
1335,1,NCT04905836
1336,1,NCT04290182
1337,1,NCT04288934
1338,1,NCT03174587
1339,1,NCT03542253
1340,1,NCT03506061
1341,1,NCT03506802
1342,1,NCT03509025
1343,1,NCT03509870
1344,1,NCT03516006
1345,1,NCT03521323
1346,1,NCT03521336
1347,1,NCT03522545
1348,1,NCT03525418
1349,1,NCT03529136
1350,1,NCT03529877
1351,1,NCT03546751
1352,1,NCT03504241
1353,1,NCT03550183
1354,1,NCT03552848
1355,1,NCT03555357
1356,1,NCT03555773
1357,1,NCT03558334
1358,1,NCT03562065
1359,1,NCT03562715
1360,1,NCT03563495
1361,1,NCT03564808
1362,1,NCT03569566
1363,1,NCT03570333
1364,1,NCT03505034
1365,1,NCT03503461
1366,1,NCT03581435
1367,1,NCT03460223
1368,1,NCT03423732
1369,1,NCT03424629
1370,1,NCT03434808
1371,1,NCT03437759
1372,1,NCT03449069
1373,1,NCT03449082
1374,1,NCT03454737
1375,1,NCT03455335
1376,1,NCT03456908
1377,1,NCT03458156
1378,1,NCT03458819
1379,1,NCT03460795
1380,1,NCT03493984
1381,1,NCT03461458
1382,1,NCT03462953
1383,1,NCT03472742
1384,1,NCT03473301
1385,1,NCT03477942
1386,1,NCT03478215
1387,1,NCT03478410
1388,1,NCT03484741
1389,1,NCT03487731
1390,1,NCT03487861
1391,1,NCT03488134
1392,1,NCT03580291
1393,1,NCT03585855
1394,1,NCT03743155
1395,1,NCT03692221
1396,1,NCT03672825
1397,1,NCT03673748
1398,1,NCT03674255
1399,1,NCT03676400
1400,1,NCT03678467
1401,1,NCT03679455
1402,1,NCT03682458
1403,1,NCT03683953
1404,1,NCT03684122
1405,1,NCT03691376
1406,1,NCT03691909
1407,1,NCT03694483
1408,1,NCT03668145
1409,1,NCT03695939
1410,1,NCT03696485
1411,1,NCT03696628
1412,1,NCT03697824
1413,1,NCT03700515
1414,1,NCT03706482
1415,1,NCT03711890
1416,1,NCT03724617
1417,1,NCT03726255
1418,1,NCT03732872
1419,1,NCT03736564
1420,1,NCT03668171
1421,1,NCT03651791
1422,1,NCT03589287
1423,1,NCT03629015
1424,1,NCT03592849
1425,1,NCT03601416
1426,1,NCT03602872
1427,1,NCT03608293
1428,1,NCT03608579
1429,1,NCT03608592
1430,1,NCT03608631
1431,1,NCT03609905
1432,1,NCT03612310
1433,1,NCT03618784
1434,1,NCT03626090
1435,1,NCT03631420
1436,1,NCT03648463
1437,1,NCT03631589
1438,1,NCT03633565
1439,1,NCT03634098
1440,1,NCT03634332
1441,1,NCT03635294
1442,1,NCT03635450
1443,1,NCT03638154
1444,1,NCT03639506
1445,1,NCT03643614
1446,1,NCT03645460
1447,1,NCT03645525
1448,1,NCT03419000
1449,1,NCT03418233
1450,1,NCT03414697
1451,1,NCT03253705
1452,1,NCT03222453
1453,1,NCT03226015
1454,1,NCT03228277
1455,1,NCT03233074
1456,1,NCT03237442
1457,1,NCT03239535
1458,1,NCT03240861
1459,1,NCT03248466
1460,1,NCT03252340
1461,1,NCT03252535
1462,1,NCT03252613
1463,1,NCT03254758
1464,1,NCT03219801
1465,1,NCT03257098
1466,1,NCT03258164
1467,1,NCT03258515
1468,1,NCT03259217
1469,1,NCT03262311
1470,1,NCT03264573
1471,1,NCT03264976
1472,1,NCT03265444
1473,1,NCT03265613
1474,1,NCT03265808
1475,1,NCT03267160
1476,1,NCT03220243
1477,1,NCT03217461
1478,1,NCT03412877
1479,1,NCT03184935
1480,1,NCT03176498
1481,1,NCT03180450
1482,1,NCT03180463
1483,1,NCT03181087
1484,1,NCT03181204
1485,1,NCT03183622
1486,1,NCT03183648
1487,1,NCT03183661
1488,1,NCT03183726
1489,1,NCT03183804
1490,1,NCT03183934
1491,1,NCT03185494
1492,1,NCT03217032
1493,1,NCT03185702
1494,1,NCT03186417
1495,1,NCT03186456
1496,1,NCT03187431
1497,1,NCT03193775
1498,1,NCT03197623
1499,1,NCT03199300
1500,1,NCT03203512
1501,1,NCT03209700
1502,1,NCT03209986
1503,1,NCT03211793
1504,1,NCT03267784
1505,1,NCT03268603
1506,1,NCT03275363
1507,1,NCT03386708
1508,1,NCT03362424
1509,1,NCT03369275
1510,1,NCT03370874
1511,1,NCT03371329
1512,1,NCT03378063
1513,1,NCT03378414
1514,1,NCT03379168
1515,1,NCT03381326
1516,1,NCT03381482
1517,1,NCT03383081
1518,1,NCT03384433
1519,1,NCT03389919
1520,1,NCT03276312
1521,1,NCT03391791
1522,1,NCT03392311
1523,1,NCT03392467
1524,1,NCT03395028
1525,1,NCT03397095
1526,1,NCT03403699
1527,1,NCT03404063
1528,1,NCT03406585
1529,1,NCT03406780
1530,1,NCT03407040
1531,1,NCT03410355
1532,1,NCT03361631
1533,1,NCT03358654
1534,1,NCT03357770
1535,1,NCT03357575
1536,1,NCT03279796
1537,1,NCT03280056
1538,1,NCT03282188
1539,1,NCT03288571
1540,1,NCT03291366
1541,1,NCT03296501
1542,1,NCT03298399
1543,1,NCT03298763
1544,1,NCT03299413
1545,1,NCT03308565
1546,1,NCT03321942
1547,1,NCT03325322
1548,1,NCT03325504
1549,1,NCT03326505
1550,1,NCT03333681
1551,1,NCT03336996
1552,1,NCT03337243
1553,1,NCT03339973
1554,1,NCT03343782
1555,1,NCT03346967
1556,1,NCT03351868
1557,1,NCT03355365
1558,1,NCT03356821
1559,1,NCT03738319
1560,1,NCT03744910
1561,1,NCT04288141
1562,1,NCT04131712
1563,1,NCT04097275
1564,1,NCT04097652
1565,1,NCT04104412
1566,1,NCT04104451
1567,1,NCT04106167
1568,1,NCT04116710
1569,1,NCT04122742
1570,1,NCT04125329
1571,1,NCT04126603
1572,1,NCT04127591
1573,1,NCT04130100
1574,1,NCT04132076
1575,1,NCT04093336
1576,1,NCT04135092
1577,1,NCT04136743
1578,1,NCT04137406
1579,1,NCT04137523
1580,1,NCT04137562
1581,1,NCT04138017
1582,1,NCT04142138
1583,1,NCT04146155
1584,1,NCT04146519
1585,1,NCT04153630
1586,1,NCT04154332
1587,1,NCT04093622
1588,1,NCT04089579
1589,1,NCT04167722
1590,1,NCT04061746
1591,1,NCT04029896
1592,1,NCT04034316
1593,1,NCT04034615
1594,1,NCT04037345
1595,1,NCT04040348
1596,1,NCT04042844
1597,1,NCT04043819
1598,1,NCT04047810
1599,1,NCT04053855
1600,1,NCT04055415
1601,1,NCT04056819
1602,1,NCT04062136
1603,1,NCT04087889
1604,1,NCT04063215
1605,1,NCT04064879
1606,1,NCT04064957
1607,1,NCT04064983
1608,1,NCT04066881
1609,1,NCT04073472
1610,1,NCT04074408
1611,1,NCT04074746
1612,1,NCT04077099
1613,1,NCT04078308
1614,1,NCT04081194
1615,1,NCT04164134
1616,1,NCT04170426
1617,1,NCT03745417
1618,1,NCT04258735
1619,1,NCT04230902
1620,1,NCT04232592
1621,1,NCT04234750
1622,1,NCT04235296
1623,1,NCT04235868
1624,1,NCT04236479
1625,1,NCT04240873
1626,1,NCT04243681
1627,1,NCT04247945
1628,1,NCT04252118
1629,1,NCT04255147
1630,1,NCT04261335
1631,1,NCT04227886
1632,1,NCT04269525
1633,1,NCT04270006
1634,1,NCT04273646
1635,1,NCT04274543
1636,1,NCT04275024
1637,1,NCT04276987
1638,1,NCT04280003
1639,1,NCT04281797
1640,1,NCT04281901
1641,1,NCT04282928
1642,1,NCT04288102
1643,1,NCT04228666
1644,1,NCT04224207
1645,1,NCT04173650
1646,1,NCT04196855
1647,1,NCT04174898
1648,1,NCT04179760
1649,1,NCT04182893
1650,1,NCT04184076
1651,1,NCT04184258
1652,1,NCT04186650
1653,1,NCT04188223
1654,1,NCT04189419
1655,1,NCT04189432
1656,1,NCT04194190
1657,1,NCT04194671
1658,1,NCT04202770
1659,1,NCT04223622
1660,1,NCT04202783
1661,1,NCT04206007
1662,1,NCT04208646
1663,1,NCT04210440
1664,1,NCT04212728
1665,1,NCT04213248
1666,1,NCT04216849
1667,1,NCT04219241
1668,1,NCT04219657
1669,1,NCT04221997
1670,1,NCT04222140
1671,1,NCT04026425
1672,1,NCT04021394
1673,1,NCT04018729
1674,1,NCT03839238
1675,1,NCT03818854
1676,1,NCT03821909
1677,1,NCT03822858
1678,1,NCT03824275
1679,1,NCT03826433
1680,1,NCT03827096
1681,1,NCT03828123
1682,1,NCT03828344
1683,1,NCT03830619
1684,1,NCT03838250
1685,1,NCT03838666
1686,1,NCT03840343
1687,1,NCT03816852
1688,1,NCT03841110
1689,1,NCT03844061
1690,1,NCT03847844
1691,1,NCT03849651
1692,1,NCT03853252
1693,1,NCT03854630
1694,1,NCT03855631
1695,1,NCT03857841
1696,1,NCT03860155
1697,1,NCT03863002
1698,1,NCT03865394
1699,1,NCT03818737
1700,1,NCT03811600
1701,1,NCT04014166
1702,1,NCT03787329
1703,1,NCT03747913
1704,1,NCT03750734
1705,1,NCT03751735
1706,1,NCT03754088
1707,1,NCT03754465
1708,1,NCT03765957
1709,1,NCT03766139
1710,1,NCT03766217
1711,1,NCT03774537
1712,1,NCT03775447
1713,1,NCT03778333
1714,1,NCT03790189
1715,1,NCT03810521
1716,1,NCT03790670
1717,1,NCT03792594
1718,1,NCT03793530
1719,1,NCT03794622
1720,1,NCT03795974
1721,1,NCT03797391
1722,1,NCT03798028
1723,1,NCT03798353
1724,1,NCT03799718
1725,1,NCT03800121
1726,1,NCT03800810
1727,1,NCT03866330
1728,1,NCT03867526
1729,1,NCT03869229
1730,1,NCT03971812
1731,1,NCT03945487
1732,1,NCT03955497
1733,1,NCT03956719
1734,1,NCT03957252
1735,1,NCT03957564
1736,1,NCT03961243
1737,1,NCT03967223
1738,1,NCT03967275
1739,1,NCT03968198
1740,1,NCT03969641
1741,1,NCT03969680
1742,1,NCT03973827
1743,1,NCT03872713
1744,1,NCT03974204
1745,1,NCT03979898
1746,1,NCT03983460
1747,1,NCT03984006
1748,1,NCT03985696
1749,1,NCT03990805
1750,1,NCT03994172
1751,1,NCT03994666
1752,1,NCT04003857
1753,1,NCT04007081
1754,1,NCT04011059
1755,1,NCT03943940
1756,1,NCT03943576
1757,1,NCT03939741
1758,1,NCT03933995
1759,1,NCT03873506
1760,1,NCT03874559
1761,1,NCT03874572
1762,1,NCT03876197
1763,1,NCT03877471
1764,1,NCT03878628
1765,1,NCT03883750
1766,1,NCT03887208
1767,1,NCT03895216
1768,1,NCT03896568
1769,1,NCT03898817
1770,1,NCT03901235
1771,1,NCT03902067
1772,1,NCT03905824
1773,1,NCT03909139
1774,1,NCT03912480
1775,1,NCT03913910
1776,1,NCT03917797
1777,1,NCT03919578
1778,1,NCT03920397
1779,1,NCT03925324
1780,1,NCT03925649
1781,1,NCT03929120
1782,1,NCT00012155
